TP9,AF7,AF8,TP10
-49.8046875,-48.33984375,-56.15234375,-41.50390625
-56.15234375,-57.6171875,-55.17578125,-49.8046875
-53.22265625,-57.6171875,-44.43359375,-41.50390625
-44.43359375,-50.29296875,-41.015625,-32.2265625
-48.33984375,-46.38671875,-40.0390625,-38.57421875
-63.96484375,-53.22265625,-42.96875,-51.26953125
-61.5234375,-62.98828125,-49.8046875,-50.78125
-52.24609375,-54.19921875,-60.546875,-50.78125
-50.29296875,-43.45703125,-63.96484375,-52.24609375
-47.36328125,-41.50390625,-51.7578125,-46.38671875
-51.26953125,-38.57421875,-41.9921875,-49.8046875
-56.640625,-48.33984375,-45.41015625,-53.7109375
-63.96484375,-60.05859375,-55.6640625,-56.640625
-63.4765625,-51.26953125,-62.01171875,-59.08203125
-61.03515625,-48.33984375,-58.10546875,-55.17578125
-61.5234375,-50.29296875,-51.26953125,-54.19921875
-55.6640625,-48.828125,-48.828125,-53.22265625
-57.12890625,-54.19921875,-40.52734375,-52.734375
-55.17578125,-54.6875,-39.0625,-44.43359375
-42.48046875,-47.36328125,-39.0625,-36.62109375
-45.41015625,-43.45703125,-37.109375,-41.50390625
-49.8046875,-49.8046875,-35.15625,-40.0390625
-47.36328125,-52.24609375,-41.50390625,-32.71484375
-47.36328125,-46.875,-49.8046875,-32.2265625
-45.41015625,-49.31640625,-39.55078125,-33.203125
-46.38671875,-45.41015625,-31.25,-31.25
-48.33984375,-38.57421875,-40.0390625,-32.71484375
-52.24609375,-44.43359375,-41.50390625,-36.1328125
-55.6640625,-54.19921875,-40.52734375,-41.015625
-46.875,-51.7578125,-46.38671875,-42.96875
-43.45703125,-46.875,-42.96875,-41.9921875
-50.29296875,-51.7578125,-41.50390625,-45.41015625
-47.36328125,-56.640625,-44.43359375,-41.9921875
-41.015625,-52.24609375,-52.734375,-38.57421875
-40.0390625,-40.52734375,-60.05859375,-48.828125
-40.52734375,-40.0390625,-47.8515625,-51.26953125
-44.921875,-48.33984375,-41.9921875,-53.7109375
-51.7578125,-48.33984375,-51.26953125,-60.546875
-51.26953125,-54.19921875,-50.78125,-50.78125
-45.8984375,-52.734375,-48.828125,-38.57421875
-38.0859375,-43.45703125,-44.43359375,-37.109375
-35.64453125,-46.875,-44.921875,-40.0390625
-43.9453125,-55.17578125,-52.24609375,-44.43359375
-49.31640625,-52.734375,-47.36328125,-45.8984375
-44.43359375,-50.29296875,-42.48046875,-43.9453125
-42.48046875,-46.38671875,-44.921875,-45.8984375
-50.29296875,-40.0390625,-47.8515625,-52.24609375
-55.6640625,-51.26953125,-50.29296875,-57.12890625
-62.98828125,-63.4765625,-49.8046875,-58.59375
-63.96484375,-63.4765625,-46.38671875,-51.7578125
-54.6875,-57.6171875,-43.45703125,-46.38671875
-52.734375,-47.36328125,-50.78125,-51.7578125
-51.7578125,-41.9921875,-60.05859375,-55.17578125
-53.7109375,-49.31640625,-49.8046875,-50.78125
-51.7578125,-52.24609375,-35.64453125,-44.921875
-41.9921875,-44.43359375,-33.203125,-39.55078125
-42.96875,-41.015625,-35.64453125,-41.015625
-54.19921875,-55.6640625,-37.109375,-49.8046875
-60.546875,-56.640625,-40.52734375,-52.734375
-56.15234375,-47.36328125,-44.43359375,-51.7578125
-46.38671875,-44.43359375,-43.45703125,-48.33984375
-51.26953125,-48.33984375,-48.828125,-47.8515625
-54.6875,-57.6171875,-54.19921875,-51.7578125
-47.8515625,-60.05859375,-49.8046875,-48.33984375
-50.78125,-59.08203125,-50.29296875,-45.41015625
-48.828125,-48.828125,-47.36328125,-41.50390625
-48.33984375,-46.875,-42.48046875,-36.1328125
-46.875,-53.22265625,-37.59765625,-28.3203125
-46.38671875,-55.17578125,-42.96875,-34.66796875
-41.9921875,-52.24609375,-51.7578125,-44.921875
-33.69140625,-42.48046875,-47.36328125,-43.45703125
-36.1328125,-40.52734375,-44.921875,-47.36328125
-44.43359375,-45.8984375,-49.8046875,-53.22265625
-49.31640625,-50.29296875,-49.8046875,-52.734375
-48.33984375,-54.19921875,-48.828125,-41.9921875
-40.0390625,-43.45703125,-55.6640625,-34.1796875
-36.1328125,-39.0625,-56.15234375,-40.52734375
-40.52734375,-43.9453125,-48.828125,-45.8984375
-47.36328125,-47.8515625,-40.52734375,-44.43359375
-54.6875,-52.734375,-44.921875,-45.41015625
-56.15234375,-53.22265625,-48.828125,-50.29296875
-44.43359375,-44.921875,-46.38671875,-48.828125
-41.50390625,-39.55078125,-47.8515625,-52.24609375
-55.6640625,-52.734375,-44.921875,-58.10546875
-61.5234375,-60.05859375,-46.38671875,-55.17578125
-48.33984375,-51.26953125,-51.7578125,-48.33984375
-41.015625,-43.45703125,-53.7109375,-49.8046875
-45.8984375,-43.45703125,-52.24609375,-57.12890625
-50.29296875,-48.828125,-47.36328125,-57.6171875
-61.03515625,-54.6875,-49.31640625,-61.5234375
-53.22265625,-53.22265625,-48.33984375,-55.17578125
-36.62109375,-46.875,-50.78125,-43.9453125
-40.52734375,-43.9453125,-54.19921875,-49.31640625
-45.41015625,-48.828125,-51.26953125,-54.6875
-45.8984375,-48.828125,-52.24609375,-50.78125
-49.31640625,-47.8515625,-54.6875,-49.31640625
-50.29296875,-49.8046875,-56.15234375,-53.22265625
-47.36328125,-44.43359375,-49.31640625,-53.7109375
-47.36328125,-44.43359375,-46.875,-51.26953125
-44.43359375,-44.921875,-49.8046875,-51.26953125
-46.38671875,-46.38671875,-48.33984375,-52.734375
-42.48046875,-44.43359375,-43.9453125,-44.921875
-35.64453125,-34.66796875,-42.48046875,-35.64453125
-52.24609375,-41.015625,-48.828125,-47.8515625
-65.91796875,-52.734375,-53.22265625,-61.5234375
-58.59375,-47.8515625,-43.9453125,-51.26953125
-46.38671875,-36.1328125,-40.52734375,-43.9453125
-51.7578125,-35.64453125,-40.52734375,-44.43359375
-64.94140625,-48.33984375,-37.59765625,-53.7109375
-70.3125,-57.6171875,-41.015625,-62.98828125
-63.96484375,-54.19921875,-44.921875,-57.6171875
-53.22265625,-46.875,-48.828125,-50.29296875
-49.31640625,-44.43359375,-42.48046875,-45.8984375
-55.6640625,-49.31640625,-47.36328125,-52.24609375
-58.59375,-51.7578125,-57.6171875,-61.5234375
-52.24609375,-49.8046875,-54.6875,-59.08203125
-41.50390625,-48.828125,-51.26953125,-47.36328125
-34.1796875,-41.9921875,-48.828125,-41.50390625
-41.015625,-38.0859375,-47.8515625,-44.921875
-41.50390625,-36.62109375,-46.875,-43.9453125
-37.59765625,-44.921875,-47.8515625,-35.64453125
-40.0390625,-51.7578125,-45.41015625,-39.0625
-37.59765625,-43.45703125,-44.43359375,-47.36328125
-46.38671875,-48.828125,-52.24609375,-53.7109375
-50.29296875,-53.22265625,-54.6875,-57.6171875
-41.9921875,-45.41015625,-48.33984375,-53.7109375
-41.50390625,-40.0390625,-43.45703125,-51.7578125
-43.45703125,-33.69140625,-41.50390625,-55.6640625
-45.8984375,-33.69140625,-41.015625,-56.640625
-48.33984375,-41.50390625,-41.50390625,-48.828125
-48.33984375,-42.96875,-41.50390625,-41.50390625
-47.8515625,-40.0390625,-44.43359375,-42.96875
-46.875,-36.1328125,-48.33984375,-44.43359375
-54.19921875,-35.64453125,-52.24609375,-49.31640625
-70.80078125,-49.31640625,-53.22265625,-58.59375
-71.2890625,-52.734375,-47.8515625,-55.6640625
-64.453125,-49.31640625,-42.96875,-52.24609375
-62.5,-47.36328125,-41.015625,-52.24609375
-63.4765625,-44.921875,-44.921875,-55.6640625
-72.265625,-45.41015625,-52.24609375,-65.4296875
-73.2421875,-49.8046875,-51.26953125,-62.5
-64.453125,-51.26953125,-46.875,-56.15234375
-54.6875,-41.50390625,-42.48046875,-52.24609375
-51.7578125,-38.57421875,-42.96875,-59.5703125
-60.05859375,-44.43359375,-48.828125,-73.73046875
-66.89453125,-47.8515625,-54.19921875,-78.61328125
-55.17578125,-45.8984375,-53.22265625,-66.40625
-45.8984375,-41.50390625,-43.45703125,-51.26953125
-49.31640625,-40.52734375,-39.55078125,-46.875
-55.6640625,-48.33984375,-44.921875,-48.828125
-55.6640625,-56.640625,-49.31640625,-50.29296875
-47.36328125,-54.6875,-42.96875,-35.15625
-43.45703125,-49.8046875,-38.0859375,-26.3671875
-43.45703125,-40.52734375,-40.0390625,-33.203125
-54.19921875,-37.109375,-47.36328125,-41.50390625
-55.6640625,-40.0390625,-46.38671875,-40.52734375
-44.921875,-43.45703125,-44.43359375,-37.109375
-35.15625,-43.45703125,-47.8515625,-38.0859375
-31.73828125,-36.62109375,-45.8984375,-41.50390625
-36.62109375,-39.55078125,-41.50390625,-45.8984375
-45.41015625,-50.78125,-39.0625,-47.8515625
-47.36328125,-53.7109375,-39.55078125,-39.0625
-41.50390625,-44.43359375,-39.55078125,-36.62109375
-44.921875,-37.109375,-41.9921875,-44.921875
-55.17578125,-48.33984375,-44.43359375,-50.29296875
-59.5703125,-61.5234375,-46.875,-51.26953125
-52.24609375,-55.6640625,-45.8984375,-50.29296875
-52.24609375,-47.36328125,-47.8515625,-56.640625
-60.546875,-47.8515625,-48.828125,-67.87109375
-63.4765625,-48.828125,-50.78125,-71.2890625
-55.6640625,-48.828125,-50.29296875,-62.5
-53.22265625,-51.26953125,-42.96875,-51.7578125
-50.78125,-46.38671875,-41.50390625,-46.38671875
-43.9453125,-37.109375,-37.109375,-42.96875
-48.33984375,-41.50390625,-30.76171875,-41.9921875
-48.828125,-47.36328125,-33.69140625,-39.55078125
-45.8984375,-47.8515625,-40.0390625,-33.203125
-50.29296875,-49.31640625,-43.9453125,-34.1796875
-46.38671875,-39.0625,-45.8984375,-38.0859375
-35.15625,-25.87890625,-42.96875,-32.2265625
-41.015625,-41.015625,-47.36328125,-36.62109375
-48.828125,-49.31640625,-52.24609375,-45.41015625
-42.96875,-39.55078125,-50.78125,-41.9921875
-43.9453125,-37.59765625,-40.52734375,-41.50390625
-41.9921875,-36.1328125,-31.73828125,-41.015625
-43.9453125,-37.109375,-36.1328125,-48.828125
-51.7578125,-43.45703125,-40.52734375,-66.89453125
-49.8046875,-45.41015625,-45.8984375,-65.4296875
-42.48046875,-38.57421875,-46.875,-56.15234375
-42.96875,-38.57421875,-41.50390625,-55.17578125
-46.875,-42.48046875,-41.015625,-64.94140625
-51.7578125,-46.38671875,-44.43359375,-70.80078125
-48.828125,-46.38671875,-40.52734375,-56.15234375
-36.62109375,-35.64453125,-35.64453125,-38.57421875
-32.71484375,-34.1796875,-27.83203125,-29.296875
-47.8515625,-44.921875,-22.94921875,-37.59765625
-59.5703125,-57.12890625,-36.62109375,-46.875
-49.8046875,-53.7109375,-41.015625,-38.57421875
-50.29296875,-40.52734375,-33.69140625,-39.0625
-57.6171875,-39.55078125,-34.66796875,-50.78125
-53.22265625,-41.50390625,-35.64453125,-51.26953125
-47.36328125,-43.9453125,-38.0859375,-47.8515625
-49.8046875,-49.8046875,-41.50390625,-49.8046875
-38.57421875,-44.43359375,-37.109375,-40.0390625
-33.69140625,-42.48046875,-39.0625,-37.109375
-39.0625,-43.9453125,-45.41015625,-48.33984375
-52.734375,-46.875,-51.7578125,-67.87109375
-56.640625,-49.8046875,-53.7109375,-73.2421875
-43.9453125,-50.29296875,-48.33984375,-59.5703125
-40.0390625,-51.26953125,-45.8984375,-58.10546875
-42.96875,-51.7578125,-48.828125,-59.5703125
-51.7578125,-55.17578125,-57.12890625,-62.5
-56.640625,-49.8046875,-57.6171875,-62.98828125
-59.08203125,-47.8515625,-50.78125,-58.59375
-49.31640625,-43.45703125,-43.45703125,-43.9453125
-53.22265625,-44.921875,-48.33984375,-47.8515625
-68.359375,-56.640625,-52.734375,-59.5703125
-60.05859375,-54.6875,-48.828125,-49.31640625
-55.6640625,-53.22265625,-48.828125,-44.921875
-53.7109375,-50.78125,-40.0390625,-36.62109375
-51.26953125,-43.9453125,-34.66796875,-32.2265625
-58.10546875,-45.41015625,-43.45703125,-41.9921875
-67.87109375,-51.7578125,-50.78125,-46.875
-62.5,-43.9453125,-47.8515625,-40.52734375
-48.828125,-40.0390625,-44.43359375,-35.15625
-39.55078125,-41.9921875,-45.41015625,-33.69140625
-35.64453125,-42.48046875,-47.8515625,-33.69140625
-31.73828125,-47.36328125,-50.29296875,-40.52734375
-31.25,-45.41015625,-50.29296875,-45.41015625
-32.71484375,-44.921875,-46.875,-46.875
-30.76171875,-46.875,-41.015625,-42.96875
-32.71484375,-46.38671875,-45.8984375,-49.31640625
-37.109375,-47.36328125,-49.8046875,-58.59375
-38.57421875,-42.48046875,-44.43359375,-56.640625
-38.0859375,-43.45703125,-37.59765625,-55.6640625
-35.64453125,-42.96875,-34.66796875,-52.734375
-44.921875,-42.96875,-43.9453125,-56.640625
-51.7578125,-52.734375,-49.8046875,-60.546875
-52.24609375,-53.22265625,-43.9453125,-48.828125
-59.5703125,-48.33984375,-41.015625,-46.875
-64.453125,-55.17578125,-41.9921875,-57.12890625
-58.10546875,-60.546875,-35.64453125,-54.19921875
-51.26953125,-60.05859375,-40.0390625,-47.36328125
-53.22265625,-56.15234375,-47.36328125,-45.41015625
-51.26953125,-45.41015625,-43.45703125,-41.50390625
-48.33984375,-44.43359375,-43.9453125,-39.55078125
-50.78125,-48.828125,-42.96875,-44.921875
-58.59375,-49.8046875,-40.0390625,-47.8515625
-63.4765625,-55.17578125,-36.1328125,-43.9453125
-57.12890625,-57.6171875,-32.71484375,-40.0390625
-46.875,-52.24609375,-35.15625,-38.0859375
-47.36328125,-51.26953125,-44.43359375,-47.36328125
-49.8046875,-52.24609375,-50.29296875,-53.7109375
-44.43359375,-52.24609375,-49.8046875,-50.29296875
-38.0859375,-54.19921875,-45.41015625,-45.41015625
-34.66796875,-47.8515625,-38.0859375,-41.50390625
-43.9453125,-49.8046875,-36.62109375,-47.8515625
-47.8515625,-52.24609375,-41.50390625,-52.24609375
-48.33984375,-46.875,-49.31640625,-51.7578125
-43.9453125,-46.38671875,-45.8984375,-49.31640625
-44.43359375,-45.8984375,-40.52734375,-54.6875
-53.7109375,-49.31640625,-39.0625,-60.05859375
-57.12890625,-53.22265625,-39.0625,-55.17578125
-55.6640625,-55.6640625,-39.0625,-45.8984375
-50.29296875,-56.640625,-44.921875,-42.48046875
-43.9453125,-51.26953125,-50.29296875,-39.0625
-43.45703125,-48.33984375,-46.38671875,-41.015625
-49.31640625,-54.19921875,-46.875,-49.31640625
-51.7578125,-53.7109375,-57.12890625,-50.29296875
-47.8515625,-52.24609375,-54.19921875,-48.828125
-46.38671875,-50.29296875,-55.17578125,-47.36328125
-44.43359375,-42.96875,-52.734375,-44.921875
-41.015625,-45.8984375,-39.0625,-37.109375
-42.48046875,-56.15234375,-41.9921875,-37.109375
-38.0859375,-47.8515625,-45.41015625,-38.57421875
-37.59765625,-37.109375,-42.48046875,-40.52734375
-45.41015625,-42.96875,-45.8984375,-45.41015625
-44.43359375,-44.921875,-49.8046875,-44.921875
-42.48046875,-43.9453125,-49.8046875,-46.38671875
-41.9921875,-43.45703125,-50.78125,-43.45703125
-38.57421875,-40.52734375,-39.55078125,-37.109375
-37.59765625,-41.015625,-34.66796875,-37.59765625
-36.1328125,-40.52734375,-42.48046875,-42.96875
